NDOC,FECHA,Tipo de Producto o Servicio,CPROD,Producto/Servicio,Variante,Tipo de Prod.,Estacion
17610,09/02/2020,Accesorio auto,1545410416104,Silicona Liquida,Tropical Sun,Accesorio Auto,Verano
17610,09/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17610,09/02/2020,Accesorio auto,1545409101780,Paño micro fibra,Interior y cristales 40x40cm,Accesorio Auto,Verano
17611,09/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17611,09/02/2020,Bebidas,111,Vitamin Water,Triple X,Bebestible,Verano
17612,09/02/2020,Helados,1567785697655,Trululu,Helado,Comestible,Verano
17613,09/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17614,09/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17615,09/02/2020,Bebidas,101,Monster,Ultra,Bebestible,Verano
17615,09/02/2020,Savory,1565292105582,Helado,Kriko,Comestible,Verano
17616,09/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17617,09/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17618,09/02/2020,Abarrotes,1555517542297,Lays Tarro,Crema Y Cebolla,Comestible,Verano
17619,09/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17619,09/02/2020,Lavado Express,1577107972922,Agregado,Renovador,Servicio de Lavado,Verano
17620,09/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17620,09/02/2020,Lavado Express,1577107972922,Agregado,Renovador,Servicio de Lavado,Verano
17620,09/02/2020,Savory,1565293910028,Danky,21,Comestible,Verano
17621,10/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17621,10/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17622,10/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17623,10/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17623,10/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17624,10/02/2020,Accesorio auto,1580222500929,Areon,Fresco,Accesorio Auto,Verano
17625,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17626,10/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17627,10/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17628,10/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17629,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17630,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17631,10/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17632,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17632,10/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17632,10/02/2020,Abarrotes,1578943677062,Fruit Bar,Frambuesa,Comestible,Verano
17633,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17634,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17635,10/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17635,10/02/2020,Bebidas,107,Vital,Gasificada 600ml,Bebestible,Verano
17636,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17637,10/02/2020,Abarrotes,1570468449782,Caluga,La Vaca Lechera,Comestible,Verano
17637,10/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17638,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17638,10/02/2020,Lavado Express,1577107972922,Agregado,Renovador,Servicio de Lavado,Verano
17639,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17640,10/02/2020,Accesorio auto,1576784173920,Areon,Ken Chicle,Accesorio Auto,Verano
17641,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17642,10/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17643,10/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17644,10/02/2020,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
17645,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17646,10/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17646,10/02/2020,Bebidas,1554228276960,Redbull,Sugar Free,Bebestible,Verano
17647,10/02/2020,Accesorio auto,31,Ampolleta Bosch,H4,Accesorio Auto,Verano
17648,10/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17649,10/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17650,10/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17651,10/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17652,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17652,10/02/2020,Bebidas,1553633985576,Redbull,Yellow edition,Bebestible,Verano
17653,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17654,10/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17654,10/02/2020,Savory,1565293699154,Danky,Nogatonga,Comestible,Verano
17654,10/02/2020,Abarrotes,1576528128266,Triton,Vainilla 126g,Comestible,Verano
17654,10/02/2020,Abarrotes,1546440586870,Mini,Morocha 50g,Comestible,Verano
17654,10/02/2020,Abarrotes,58,Negrita,30g,Comestible,Verano
17655,10/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17656,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17657,10/02/2020,Savory,1565199543030,Clásico,Chocolito,Comestible,Verano
17658,10/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17658,10/02/2020,Abarrotes,1570468449782,Caluga,La Vaca Lechera,Comestible,Verano
17659,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17660,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17660,10/02/2020,Lavado Express,1577107972922,Agregado,Renovador,Servicio de Lavado,Verano
17660,10/02/2020,Savory,1565293910028,Danky,21,Comestible,Verano
17661,10/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17662,10/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17663,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17664,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17665,10/02/2020,Bebidas,1556054185052,Gatorade,Cool Blue 750ml,Bebestible,Verano
17666,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17667,10/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17668,10/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17668,10/02/2020,Accesorio auto,1545837208369,Toalla,Para tableros,Accesorio Auto,Verano
17669,10/02/2020,Abarrotes,1578943618821,Fruit Bar,Platano,Comestible,Verano
17669,10/02/2020,Bebidas,1571748522043,Mas,Limonada Jengibre 500ml,Bebestible,Verano
17670,10/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17670,10/02/2020,Abarrotes,56,Barra chocolate,Trencito 24g,Comestible,Verano
17671,10/02/2020,Helados,1576849496150,Triton,Helado Paleta,Comestible,Verano
17671,10/02/2020,Bebidas,101,Monster,Ultra,Bebestible,Verano
17671,10/02/2020,Bebidas,1574711810271,Coca-cola zero,lata 350ml,Bebestible,Verano
17671,10/02/2020,Bebidas,1551467693812,Jugo Watts,Durazno,Bebestible,Verano
17671,10/02/2020,Abarrotes,128,Galleton,Chips Chocolate,Comestible,Verano
17671,10/02/2020,Abarrotes,53,Barra chocolate,Sahne-nuss 14g,Comestible,Verano
17671,10/02/2020,Abarrotes,88,Chicle Bigtime,Menta,Comestible,Verano
17671,10/02/2020,Bebidas,1556054185052,Gatorade,Cool Blue 750ml,Bebestible,Verano
17672,10/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17673,10/02/2020,Savory,1565293910028,Danky,21,Comestible,Verano
17674,10/02/2020,Lavado Express,150,Express,Sobre medida,Servicio de Lavado,Verano
17675,10/02/2020,Helados,1579700089213,Mega,Sahne Nuss,Comestible,Verano
17675,10/02/2020,Bebidas,107,Vital,Gasificada 600ml,Bebestible,Verano
17675,10/02/2020,Abarrotes,1570468449782,Caluga,La Vaca Lechera,Comestible,Verano
17676,10/02/2020,Lavado Express,1544800400730,Fichas Aspirado,Autoservicio,Servicio de Lavado,Verano
17677,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17678,11/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17679,11/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17680,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17681,11/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17682,11/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17683,11/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17684,11/02/2020,Abarrotes,1576528128266,Triton,Vainilla 126g,Comestible,Verano
17685,11/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17686,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17687,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17688,11/02/2020,Helados,138,Cremoso,Yogurt griego,Comestible,Verano
17689,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17690,11/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17691,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17691,11/02/2020,Abarrotes,1566837556588,Golpe,Chocolate,Comestible,Verano
17691,11/02/2020,Abarrotes,1572274959174,Rocklets,Barra Chocolate,Comestible,Verano
17692,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17693,11/02/2020,Bebidas,1573063317139,Redbull,Coco,Bebestible,Verano
17693,11/02/2020,Bebidas,1553634121684,Redbull,Summer edition,Bebestible,Verano
17694,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17694,11/02/2020,Accesorio auto,28,Sonax,Visión clara 25ml,Accesorio Auto,Verano
17695,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17695,11/02/2020,Accesorio auto,1545837208369,Toalla,Para tableros,Accesorio Auto,Verano
17696,11/02/2020,Abarrotes,58,Negrita,30g,Comestible,Verano
17696,11/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17697,11/02/2020,Savory,1565293910028,Danky,21,Comestible,Verano
17697,11/02/2020,Bebidas,1553634121684,Redbull,Summer edition,Bebestible,Verano
17698,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17699,11/02/2020,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
17700,11/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17700,11/02/2020,Lavado Express,1577107972922,Agregado,Renovador,Servicio de Lavado,Verano
17700,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17700,11/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17701,11/02/2020,Accesorio auto,1567628676888,Slim,Coffe,Accesorio Auto,Verano
17702,11/02/2020,Accesorio auto,1549034463001,Areon,KEN coconut,Accesorio Auto,Verano
17702,11/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17703,11/02/2020,Abarrotes,1545155099782,Ramitas,original 42g,Comestible,Verano
17704,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17705,11/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17705,11/02/2020,Accesorio auto,1549034463001,Areon,KEN coconut,Accesorio Auto,Verano
17706,11/02/2020,Helados,1567785697655,Trululu,Helado,Comestible,Verano
17707,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17708,11/02/2020,Café,39,Marley Coffe,Espresso,Bebestible,Verano
17708,11/02/2020,Abarrotes,1546440586870,Mini,Morocha 50g,Comestible,Verano
17709,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17709,11/02/2020,Bebidas,1554228276960,Redbull,Sugar Free,Bebestible,Verano
17710,11/02/2020,Abarrotes,1571079554559,m&m,Chocolate 47g,Comestible,Verano
17710,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17711,11/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17712,11/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17712,11/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17712,11/02/2020,Abarrotes,1549901965987,OBA OBA,Malvadisco,Comestible,Verano
17713,11/02/2020,Abarrotes,1549901965987,OBA OBA,Malvadisco,Comestible,Verano
17714,11/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17715,11/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17716,11/02/2020,Abarrotes,1571079554559,m&m,Chocolate 47g,Comestible,Verano
17717,11/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17717,11/02/2020,Bebidas,1569684846428,Redbull,Blue edition,Bebestible,Verano
17718,11/02/2020,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Verano
17719,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17720,11/02/2020,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
17721,11/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17722,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17723,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17724,11/02/2020,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
17725,11/02/2020,Abarrotes,1576528128266,Triton,Vainilla 126g,Comestible,Verano
17725,11/02/2020,Abarrotes,1571077678402,Orbit,Arándano,Comestible,Verano
17726,11/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17727,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17728,11/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17728,11/02/2020,Helados,1567785474276,Holiday,Helado,Comestible,Verano
17729,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17729,11/02/2020,Abarrotes,53,Barra chocolate,Sahne-nuss 14g,Comestible,Verano
17730,11/02/2020,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Verano
17730,11/02/2020,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
17731,11/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17731,11/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17732,11/02/2020,Bebidas,106,Vital,Natural sin gas 600ml,Bebestible,Verano
17732,11/02/2020,Abarrotes,1549901965987,OBA OBA,Malvadisco,Comestible,Verano
17733,11/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17734,11/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17734,11/02/2020,Savory,1565292358867,Bilz,Pap,Comestible,Verano
17734,11/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17735,11/02/2020,Abarrotes,1566837215529,Alfajor Bon o Bon,Blanco,Comestible,Verano
17736,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17737,12/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17738,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17739,12/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17740,12/02/2020,Accesorio auto,1545835806831,Areon,KEN NEW CAR,Accesorio Auto,Verano
17741,12/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17742,12/02/2020,Bebidas,1556054185052,Gatorade,Cool Blue 750ml,Bebestible,Verano
17743,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17744,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17744,12/02/2020,Lavado Express,1577107972922,Agregado,Renovador,Servicio de Lavado,Verano
17745,12/02/2020,Abarrotes,1566837215529,Alfajor Bon o Bon,Blanco,Comestible,Verano
17745,12/02/2020,Abarrotes,1549901965987,OBA OBA,Malvadisco,Comestible,Verano
17745,12/02/2020,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Verano
17746,12/02/2020,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
17747,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17748,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17748,12/02/2020,Café,41,Marley Coffe,Grande,Bebestible,Verano
17749,12/02/2020,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
17749,12/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17750,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17750,12/02/2020,Lavado Express,1577107972922,Agregado,Renovador,Servicio de Lavado,Verano
17751,12/02/2020,Accesorio auto,1549034463001,Areon,KEN coconut,Accesorio Auto,Verano
17752,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17753,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17754,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17754,12/02/2020,Bebidas,1553633985576,Redbull,Yellow edition,Bebestible,Verano
17755,12/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17756,12/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17756,12/02/2020,Bebidas,107,Vital,Gasificada 600ml,Bebestible,Verano
17756,12/02/2020,Helados,1567785638516,Cola de Tigre,Helado,Comestible,Verano
17757,12/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17758,12/02/2020,Abarrotes,92,Chicle Bigtime,Aqua,Comestible,Verano
17759,12/02/2020,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
17759,12/02/2020,Café,40,Marley Coffe,Mediano,Bebestible,Verano
17760,12/02/2020,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
17761,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17762,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17763,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17764,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17765,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17765,12/02/2020,Abarrotes,1566837215529,Alfajor Bon o Bon,Blanco,Comestible,Verano
17766,12/02/2020,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
17767,12/02/2020,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
17767,12/02/2020,Helados,1579700089213,Mega,Sahne Nuss,Comestible,Verano
